Player,Team,Camera shake,FOV,Height,Angle,Distance,Stiffness,Swivel speed,Transition speed,Ball camera,Last updated
zayd,,No,110,100,-3.0,230,0.70,3.00,1.00,Toggle,2019-03-06
Zeddo,RR,No,110,90,-5.0,270,0.35,4.20,1.20,Toggle,2025-06-26
zeeyad,ZZZZ,No,110,90,-5.0,270,0.35,5.10,1.50,Toggle,2024-02-02
zen,VIT,No,110,100,-3.0,270,0.35,4.00,1.40,Toggle,2025-08-20
Zensuz,,No,110,110,-3.0,260,0.20,6.40,1.00,Toggle,2019-02-16
zenulous,UNSW,No,110,90,-4.0,270,0.40,5.00,1.00,Toggle,2021-02-13
Zeph.,,No,109,100,-3.0,270,0.20,5.50,1.50,Toggle,2022-05-30
zett,LNW,No,110,90,-5.0,270,0.50,7.00,2.00,Toggle,2024-04-14
Zez0nix,ROC,No,110,100,-3.0,270,0.40,6.30,1.20,Toggle,2024-08-18
zgocBrayt,FUT,No,108,110,-3.0,270,0.65,4.00,1.40,Toggle,2021-12-14
Zineel,1,No,110,90,-4.0,270,0.40,6.00,1.30,Toggle,2025-01-19
Ziyad,F16,No,110,100,-4.0,300,0.50,5.00,1.00,Toggle,2022-05-30
zol,,No,110,90,-5.0,270,0.50,6.00,1.40,Toggle,2019-06-22
zombiefreak,,No,110,100,-4.0,270,0.35,6.80,1.50,Toggle,2024-04-28
Zoor,,No,110,110,-5.0,270,0.65,6.00,1.20,Toggle,2018-12-17
ztro,BRB,No,110,90,-5.0,270,0.40,4.70,1.50,Toggle,2025-05-03
